id,server,command,response_time
1708352740377519064,172.16.238.120,rc,0.021888618999582832
1708352740473247342,172.16.238.120,rdi,0.011632477000603103
1708352740556825959,172.16.238.120,rir,0.008707065000635339
1708352740638257726,172.16.238.120,rhr,0.012730865000776248
1708352740810265917,172.16.238.121,rdi,0.014091020999330794
1708352740898064561,172.16.238.121,rir,0.009584461999111227
1708352740982882261,172.16.238.121,rhr,0.01602864199958276
1708352741162579156,172.16.238.122,rdi,0.024425732000963762
1708352741269664044,172.16.238.122,rir,0.015914606001388165
1708352741364741334,172.16.238.122,rhr,0.016068430999439443
1708352741459761598,172.16.238.123,rc,0.014033268000275712
1708352741550847919,172.16.238.123,rdi,0.011287223000181257
1708352741641387182,172.16.238.123,rir,0.009136713000771124
1708352741722875790,172.16.238.123,rhr,0.00985641300030693
1708352741803833878,172.16.238.124,rc,0.008706270000402583
1708352741884753851,172.16.238.124,rdi,0.009756588999152882
1708352741965322792,172.16.238.124,rir,0.008365552001123433
1708352742046061529,172.16.238.124,rhr,0.009844246000284329
1708352743131573294,172.16.238.120,rc,0.01450593600020511
1708352743223924871,172.16.238.120,rdi,0.022076876000937773
1708352743321800081,172.16.238.120,rir,0.014005691999045666
1708352743410521100,172.16.238.120,rhr,0.015352000000348198
1708352743582089952,172.16.238.121,rdi,0.012378285000522737
1708352743668909497,172.16.238.121,rir,0.008115546001135954
1708352743747309889,172.16.238.121,rhr,0.009229764998963219
1708352743908155039,172.16.238.122,rdi,0.009307684998930199
1708352743988979445,172.16.238.122,rir,0.00769913399926736
1708352744067855085,172.16.238.122,rhr,0.007679431999349617
1708352744146415920,172.16.238.123,rc,0.008351907999895047
1708352744225468501,172.16.238.123,rdi,0.008496103999277693
1708352744306837628,172.16.238.123,rir,0.009219966999808094
1708352744390542552,172.16.238.123,rhr,0.01029268099955516
1708352744473499210,172.16.238.124,rc,0.00823086600030365
1708352744553526839,172.16.238.124,rdi,0.010505713999009458
1708352744637294188,172.16.238.124,rir,0.013607543998659821
1708352744730916295,172.16.238.124,rhr,0.010557614999925136
1708352745852192296,172.16.238.120,rc,0.010093640999912168
1708352745933303296,172.16.238.120,rdi,0.010752877999038901
1708352746016409421,172.16.238.120,rir,0.009793903000172577
1708352746100091941,172.16.238.120,rhr,0.00963964799848327
1708352746267999816,172.16.238.121,rdi,0.009393538999574957
1708352746352297866,172.16.238.121,rir,0.008770946000367985
1708352746434829537,172.16.238.121,rhr,0.010803351000504335
1708352746605441575,172.16.238.122,rdi,0.009064930000022287
1708352746688777481,172.16.238.122,rir,0.009399116999702528
1708352746772402211,172.16.238.122,rhr,0.00833768600023177
1708352746852620241,172.16.238.123,rc,0.013936191000539111
1708352746938105986,172.16.238.123,rdi,0.01273689200024819
1708352747024244285,172.16.238.123,rir,0.01056300900017959
1708352747107328112,172.16.238.123,rhr,0.011578720999750658
1708352747190815836,172.16.238.124,rc,0.009740794001118047
1708352747273665747,172.16.238.124,rdi,0.008572901000661659
1708352747354372290,172.16.238.124,rir,0.011328492000757251
1708352747438296156,172.16.238.124,rhr,0.01264782600082981
1708352748544068635,172.16.238.120,rc,0.00535096500061627
1708352748621625563,172.16.238.120,rdi,0.005151082001248142
1708352748701188103,172.16.238.120,rir,0.008393987998715602
1708352748783032705,172.16.238.120,rhr,0.005336402000466478
1708352748944131976,172.16.238.121,rdi,0.013963879999209894
1708352749030498582,172.16.238.121,rir,0.006978854000408319
1708352749111891136,172.16.238.121,rhr,0.004824145000384306
1708352749273850460,172.16.238.122,rdi,0.004589183001371566
1708352749352533271,172.16.238.122,rir,0.0051227099993411684
1708352749433237958,172.16.238.122,rhr,0.005823903000418795
1708352749514169197,172.16.238.123,rc,0.011643583999102702
1708352749602523229,172.16.238.123,rdi,0.009926067001288175
1708352749685386558,172.16.238.123,rir,0.008989996000309475
1708352749767215180,172.16.238.123,rhr,0.005745813001340139
1708352749845478903,172.16.238.124,rc,0.012067507001120248
1708352749930390258,172.16.238.124,rdi,0.01023348899980192
1708352750011518837,172.16.238.124,rir,0.00817330600148125
1708352750091100656,172.16.238.124,rhr,0.004215293000015663
1708352751167881729,172.16.238.120,rc,0.010293502999047632
1708352751254316590,172.16.238.120,rdi,0.007139514000300551
1708352751337180758,172.16.238.120,rir,0.005698451999705867
1708352751419532960,172.16.238.120,rhr,0.006653099999311962
1708352751590459288,172.16.238.121,rdi,0.006018342999595916
1708352751667706981,172.16.238.121,rir,0.005031190999943647
1708352751744097174,172.16.238.121,rhr,0.004845896999540855
1708352751899869764,172.16.238.122,rdi,0.0045324370003072545
1708352751975306591,172.16.238.122,rir,0.00437913800124079
1708352752052537530,172.16.238.122,rhr,0.004469022000193945
1708352752127664087,172.16.238.123,rc,0.0048695810000936035
1708352752204237949,172.16.238.123,rdi,0.0054000439995434135
1708352752280395733,172.16.238.123,rir,0.007607900999573758
1708352752359488911,172.16.238.123,rhr,0.005114941999636358
1708352752435807737,172.16.238.124,rc,0.004460056999960216
1708352752511475167,172.16.238.124,rdi,0.004192922000584076
1708352752588335592,172.16.238.124,rir,0.004365435999716283
1708352752668416004,172.16.238.124,rhr,0.009562304001519806
1708352753781190759,172.16.238.120,rc,0.0070103609996294836
1708352753859544107,172.16.238.120,rdi,0.005222466001214343
1708352753937933744,172.16.238.120,rir,0.005115588999615284
1708352754014329984,172.16.238.120,rhr,0.005580823999480344
1708352754169194341,172.16.238.121,rdi,0.004965932999766665
1708352754245810612,172.16.238.121,rir,0.005185555999560165
1708352754323144833,172.16.238.121,rhr,0.005710496001483989
1708352754478255519,172.16.238.122,rdi,0.004926268000417622
1708352754557088904,172.16.238.122,rir,0.005516883000382222
1708352754639347840,172.16.238.122,rhr,0.00965584700134059
1708352754724967200,172.16.238.123,rc,0.007358483999269083
1708352754811743681,172.16.238.123,rdi,0.009673888000179431
1708352754894607941,172.16.238.123,rir,0.006837816001279862
1708352754972621629,172.16.238.123,rhr,0.007344421999732731
1708352755052413105,172.16.238.124,rc,0.00558082200041099
1708352755130042121,172.16.238.124,rdi,0.004820346000997233
1708352755206668075,172.16.238.124,rir,0.006631840999034466
1708352755287844548,172.16.238.124,rhr,0.0045836450008209795
1708352756365204981,172.16.238.120,rc,0.007494211999073741
1708352756445551062,172.16.238.120,rdi,0.008257348999904934
1708352756528259939,172.16.238.120,rir,0.007059747998937382
1708352756608222599,172.16.238.120,rhr,0.009777301000212901
1708352756769170648,172.16.238.121,rdi,0.0093789310012653
1708352756851611219,172.16.238.121,rir,0.008582147000197438
1708352756931771586,172.16.238.121,rhr,0.005343543998606037
