id,server,command,response_time
1708255073365660047,172.16.238.120,rc,0.012827407000031599
1708255073448558915,172.16.238.120,rdi,0.008460948999982065
1708255073527865178,172.16.238.120,rir,0.007806915999935882
1708255073606560594,172.16.238.120,rhr,0.007917758000075992
1708255073764911447,172.16.238.121,rdi,0.00755952100007562
1708255073843491913,172.16.238.121,rir,0.007267566000109582
1708255073922635287,172.16.238.121,rhr,0.007641238999894995
1708255075001636291,172.16.238.120,rc,0.0083851599999889
1708255075081625507,172.16.238.120,rdi,0.009625994999851173
1708255075163644847,172.16.238.120,rir,0.0080699249999725
1708255075242674663,172.16.238.120,rhr,0.008022709999977451
1708255075401860456,172.16.238.121,rdi,0.0075265410000611155
1708255075481742626,172.16.238.121,rir,0.008610902999862446
1708255075561404866,172.16.238.121,rhr,0.007533328000135953
1708255076640480760,172.16.238.120,rc,0.007591760999957842
1708255076717272871,172.16.238.120,rdi,0.007477203000007648
1708255076797495448,172.16.238.120,rir,0.007702509999944596
1708255076874623411,172.16.238.120,rhr,0.007903604999910385
1708255077028926653,172.16.238.121,rdi,0.0072580459998334845
1708255077105608103,172.16.238.121,rir,0.007430743999975675
1708255077183426294,172.16.238.121,rhr,0.007222579999961454
1708255078264864199,172.16.238.120,rc,0.009842211999966821
1708255078350119977,172.16.238.120,rdi,0.008943774000044868
1708255078433666913,172.16.238.120,rir,0.010147456999902715
1708255078517239080,172.16.238.120,rhr,0.010038018999921405
1708255078677408992,172.16.238.121,rdi,0.0078076259999306785
1708255078755938172,172.16.238.121,rir,0.00723498299998937
1708255078832529332,172.16.238.121,rhr,0.0072666539999772795
1708255079912281141,172.16.238.120,rc,0.009731078999948295
1708255079994682837,172.16.238.120,rdi,0.008500271000002613
1708255080076008308,172.16.238.120,rir,0.00807174000010491
1708255080158730262,172.16.238.120,rhr,0.008011979000002611
1708255080321893623,172.16.238.121,rdi,0.008053904000007606
1708255080403028719,172.16.238.121,rir,0.01381822899998042
1708255080490706818,172.16.238.121,rhr,0.0074499560000731435
1708255081570686196,172.16.238.120,rc,0.00817158599988943
1708255081649732323,172.16.238.120,rdi,0.008701411999936681
1708255081732657311,172.16.238.120,rir,0.009638695999910851
1708255081814434568,172.16.238.120,rhr,0.007710481999993135
1708255081973000178,172.16.238.121,rdi,0.0076678550001361145
1708255082052195939,172.16.238.121,rir,0.00739359199997125
1708255082132681310,172.16.238.121,rhr,0.007928289000119548
1708255083212678520,172.16.238.120,rc,0.007673266999972839
1708255083291637573,172.16.238.120,rdi,0.007576446000030046
1708255083370920739,172.16.238.120,rir,0.007924441000113802
1708255083449816434,172.16.238.120,rhr,0.007746737999923425
1708255083620355223,172.16.238.121,rdi,0.007717832000025737
1708255083701017100,172.16.238.121,rir,0.007407712000031097
1708255083780891360,172.16.238.121,rhr,0.00726676099998258
1708255084890476689,172.16.238.120,rc,0.008015955000018948
1708255084968729647,172.16.238.120,rdi,0.007757392999792501
1708255085048273714,172.16.238.120,rir,0.0076855319998685445
1708255085127052677,172.16.238.120,rhr,0.0074660189998212445
1708255085284034283,172.16.238.121,rdi,0.007363487000020541
1708255085362294413,172.16.238.121,rir,0.007283684999947582
1708255085441167241,172.16.238.121,rhr,0.007224700000051598
1708255086520419881,172.16.238.120,rc,0.00766808299999866
1708255086596791586,172.16.238.120,rdi,0.007879454999965674
1708255086674427164,172.16.238.120,rir,0.008075569999846266
1708255086751294858,172.16.238.120,rhr,0.007865733000016917
1708255086904256729,172.16.238.121,rdi,0.007568326999944475
1708255086980301864,172.16.238.121,rir,0.007316937000041435
1708255087056369800,172.16.238.121,rhr,0.007447393000120428
1708255088136055510,172.16.238.120,rc,0.008065479000151754
1708255088217745993,172.16.238.120,rdi,0.007802145999903587
1708255088299429419,172.16.238.120,rir,0.007904472000063834
1708255088380276197,172.16.238.120,rhr,0.007734879000054207
1708255088539535739,172.16.238.121,rdi,0.007611210999812101
1708255088618216972,172.16.238.121,rir,0.007297761000017999
1708255088697241966,172.16.238.121,rhr,0.007223393999993277
1708255089776597987,172.16.238.120,rc,0.0077671679998729815
1708255089855883999,172.16.238.120,rdi,0.007687072999942757
1708255089934132203,172.16.238.120,rir,0.007870618999959333
1708255090012600008,172.16.238.120,rhr,0.00790263900012178
1708255090169690515,172.16.238.121,rdi,0.007816626000021643
1708255090250428616,172.16.238.121,rir,0.007474885999954495
1708255090330106145,172.16.238.121,rhr,0.007434349000050133
1708255091411869936,172.16.238.120,rc,0.0077387280000493774
1708255091492765583,172.16.238.120,rdi,0.009412760000031994
1708255091575025410,172.16.238.120,rir,0.007724194000047646
1708255091655979754,172.16.238.120,rhr,0.0078054589998828305
1708255091815251999,172.16.238.121,rdi,0.007307017000130145
1708255091893548747,172.16.238.121,rir,0.0070555879999574245
1708255091972392457,172.16.238.121,rhr,0.0075655999999071355
1708255093051692693,172.16.238.120,rc,0.007713022999951136
1708255093132510016,172.16.238.120,rdi,0.007836494999992283
1708255093212743346,172.16.238.120,rir,0.007463458000074752
1708255093294632443,172.16.238.120,rhr,0.007840710999971634
1708255093457769292,172.16.238.121,rdi,0.007578114999887475
1708255093541745294,172.16.238.121,rir,0.007711379999818746
1708255093624475388,172.16.238.121,rhr,0.008015981999960786
1708255094712119661,172.16.238.120,rc,0.007960984000192184
1708255094790205409,172.16.238.120,rdi,0.007875633999901765
1708255094868794209,172.16.238.120,rir,0.007840673000146126
1708255094946001145,172.16.238.120,rhr,0.007851567999978215
1708255095100665513,172.16.238.121,rdi,0.00724749799996971
1708255095177899484,172.16.238.121,rir,0.007282712000005631
1708255095255187953,172.16.238.121,rhr,0.0072488480000174604
1708255096334353338,172.16.238.120,rc,0.007822187000101621
1708255096413638307,172.16.238.120,rdi,0.007821802000080424
1708255096492265624,172.16.238.120,rir,0.007843329000024823
1708255096570652990,172.16.238.120,rhr,0.007629558999951769
1708255096729252241,172.16.238.121,rdi,0.0073841060000177094
1708255096807912449,172.16.238.121,rir,0.00745074399992518
1708255096885661531,172.16.238.121,rhr,0.007431185999848822
1708255097965319892,172.16.238.120,rc,0.007822045000011713
1708255098048038074,172.16.238.120,rdi,0.007992874999899868
1708255098129143431,172.16.238.120,rir,0.007758805999856122
1708255098207942525,172.16.238.120,rhr,0.0077178269998512405
1708255098366887337,172.16.238.121,rdi,0.00715078800021729
1708255098444830351,172.16.238.121,rir,0.007561978000012459
1708255098523620017,172.16.238.121,rhr,0.007419098999889684
1708255099601608528,172.16.238.120,rc,0.0074593990000266786
1708255099680343035,172.16.238.120,rdi,0.007422128999905908
1708255099759426650,172.16.238.120,rir,0.007837262000066403
1708255099839248232,172.16.238.120,rhr,0.007619922999992923
1708255099997815685,172.16.238.121,rdi,0.0075277410001035605
1708255100077263513,172.16.238.121,rir,0.007915679000007003
1708255100156441108,172.16.238.121,rhr,0.007146265999836032
1708255101234612386,172.16.238.120,rc,0.01034406200005833
1708255101319346532,172.16.238.120,rdi,0.008775030999913724
1708255101401314102,172.16.238.120,rir,0.008897772999944209
1708255101485204955,172.16.238.120,rhr,0.008979721999821777
1708255101663788908,172.16.238.121,rdi,0.015608939000003375
1708255101758191855,172.16.238.121,rir,0.011262023999961457
1708255101845840880,172.16.238.121,rhr,0.010376554000004035
1708255102934967320,172.16.238.120,rc,0.007990694000000076
1708255103013346190,172.16.238.120,rdi,0.008008515000028638
1708255103091225608,172.16.238.120,rir,0.007900097000174355
1708255103170856329,172.16.238.120,rhr,0.008194727000045532
1708255103339285078,172.16.238.121,rdi,0.007662851000077353
1708255103422204054,172.16.238.121,rir,0.009062653000000864
1708255103506213083,172.16.238.121,rhr,0.008130898999979763
1708255104588519582,172.16.238.120,rc,0.007805990999941059
1708255104667882035,172.16.238.120,rdi,0.007886568000003535
1708255104746994850,172.16.238.120,rir,0.007698174000097424
1708255104824347363,172.16.238.120,rhr,0.00751026699981594
1708255104978822900,172.16.238.121,rdi,0.006918740999935835
1708255105055518058,172.16.238.121,rir,0.00725527300005524
1708255105133564130,172.16.238.121,rhr,0.007155425000064497
