id,server,command,response_time
1708352220898137491,172.16.238.122,rdi,0.0007337840015679831
1708352220971459705,172.16.238.122,rir,0.0007357619997492293
1708352221047361240,172.16.238.122,rhr,0.0007396660002996214
1708352221121176159,172.16.238.123,rc,0.000737737998861121
1708352221194762170,172.16.238.123,rdi,0.0007731530004093656
1708352221268675680,172.16.238.123,rir,0.0007412489994749194
1708352221342337950,172.16.238.123,rhr,0.0009224950008501764
1708352221418965714,172.16.238.124,rc,0.0008878250009729527
1708352221496670976,172.16.238.124,rdi,0.0007490220014005899
1708352221571886938,172.16.238.124,rir,0.0007289740005944623
1708352221646935371,172.16.238.124,rhr,0.0007269939997058827
1708352222796100611,172.16.238.122,rdi,0.000706603999788058
1708352222869476127,172.16.238.122,rir,0.0007327259991143364
1708352222942532044,172.16.238.122,rhr,0.0007141740006773034
1708352223016704726,172.16.238.123,rc,0.0007695809999859193
1708352223091514450,172.16.238.123,rdi,0.0007432300008076709
1708352223165982741,172.16.238.123,rir,0.0007835769993107533
1708352223239997643,172.16.238.123,rhr,0.0007254650008690078
1708352223313567788,172.16.238.124,rc,0.0007316600003832718
1708352223387475870,172.16.238.124,rdi,0.0007387530004052678
1708352223459420961,172.16.238.124,rir,0.0007159649994719075
1708352223532037295,172.16.238.124,rhr,0.0007289250006579095
1708352224680864474,172.16.238.122,rdi,0.0007374190008704318
1708352224752935806,172.16.238.122,rir,0.0007661219988222001
1708352224825749229,172.16.238.122,rhr,0.000742711001294083
1708352224898058634,172.16.238.123,rc,0.0007535730001109187
1708352224969993692,172.16.238.123,rdi,0.0007262279996211873
1708352225041358705,172.16.238.123,rir,0.0007420660003845114
1708352225111891403,172.16.238.123,rhr,0.0007147890009946423
1708352225183178271,172.16.238.124,rc,0.0007351759995799512
1708352225253986913,172.16.238.124,rdi,0.0006927559988980647
1708352225324067778,172.16.238.124,rir,0.0006808919988543494
1708352225395927407,172.16.238.124,rhr,0.0006960079990676604
1708352226544325003,172.16.238.122,rdi,0.000741301000743988
1708352226616725812,172.16.238.122,rir,0.0007760649987176294
1708352226691562987,172.16.238.122,rhr,0.0007480619988200488
1708352226764537644,172.16.238.123,rc,0.0007061230007820996
1708352226837368672,172.16.238.123,rdi,0.0007352159991569351
1708352226908235509,172.16.238.123,rir,0.0007272160000866279
1708352226978932855,172.16.238.123,rhr,0.0007241849998536054
1708352227050224015,172.16.238.124,rc,0.0007425389994750731
1708352227122215467,172.16.238.124,rdi,0.0007250489998114062
1708352227192638539,172.16.238.124,rir,0.0006924839999555843
1708352227263984391,172.16.238.124,rhr,0.0007165839997469448
1708352228410519994,172.16.238.122,rdi,0.0006881469998916145
1708352228482518212,172.16.238.122,rir,0.0007594369999424089
1708352228555038928,172.16.238.122,rhr,0.0008091790004982613
1708352228629232672,172.16.238.123,rc,0.0007385169992630836
1708352228701997817,172.16.238.123,rdi,0.0007180230004451005
1708352228773851381,172.16.238.123,rir,0.000792262999311788
1708352228846881334,172.16.238.123,rhr,0.0007622569992236095
1708352228920012930,172.16.238.124,rc,0.0007807359997968888
1708352228992539387,172.16.238.124,rdi,0.0007562369992228923
1708352229068075442,172.16.238.124,rir,0.0007731749992672121
1708352229141408891,172.16.238.124,rhr,0.0007796760000928771
1708352230289581356,172.16.238.122,rdi,0.0007104659998731222
1708352230362351432,172.16.238.122,rir,0.0007214840006781742
1708352230437431172,172.16.238.122,rhr,0.0007567369993921602
1708352230512453411,172.16.238.123,rc,0.000718901999789523
1708352230585213636,172.16.238.123,rdi,0.0007201319986052113
1708352230659594398,172.16.238.123,rir,0.0009750869994604727
1708352230732362145,172.16.238.123,rhr,0.0007310790006158641
1708352230806631379,172.16.238.124,rc,0.0007371129995590309
1708352230881326458,172.16.238.124,rdi,0.0007698749996052356
1708352230955604797,172.16.238.124,rir,0.0007568270011688583
1708352231029848604,172.16.238.124,rhr,0.0007492919994547265
1708352232216338503,172.16.238.122,rdi,0.0007898080002632923
1708352232288669830,172.16.238.122,rir,0.0006933040003787028
1708352232360350830,172.16.238.122,rhr,0.0007432350012095412
1708352232436538047,172.16.238.123,rc,0.0006647499994869577
1708352232510390090,172.16.238.123,rdi,0.0007341870004893281
1708352232583589848,172.16.238.123,rir,0.000746087000152329
1708352232656553087,172.16.238.123,rhr,0.0007151600002544001
1708352232729581986,172.16.238.124,rc,0.0007193019991973415
1708352232803704115,172.16.238.124,rdi,0.0007104989999788813
1708352232878094730,172.16.238.124,rir,0.00076730999899155
1708352232952033147,172.16.238.124,rhr,0.0007010339995758841
1708352234100184387,172.16.238.122,rdi,0.0007312670004466781
1708352234174088931,172.16.238.122,rir,0.0007427809996443102
1708352234248375705,172.16.238.122,rhr,0.0009884400005830685
1708352234321143660,172.16.238.123,rc,0.000739009001335944
1708352234393372235,172.16.238.123,rdi,0.0007263019997481024
1708352234467452917,172.16.238.123,rir,0.0007206829995993758
1708352234539463722,172.16.238.123,rhr,0.0007026639996183803
1708352234610797750,172.16.238.124,rc,0.0006886600003781496
1708352234682972741,172.16.238.124,rdi,0.0007536819994129473
1708352234755351559,172.16.238.124,rir,0.0006974999996600673
1708352234826934326,172.16.238.124,rhr,0.0008144139992509736
1708352235976420118,172.16.238.122,rdi,0.0007807120000506984
1708352236053190053,172.16.238.122,rir,0.000723991999620921
1708352236130232159,172.16.238.122,rhr,0.0007111659997462993
1708352236202893523,172.16.238.123,rc,0.0007281889993464574
1708352236277963160,172.16.238.123,rdi,0.0007725159994151909
1708352236351423747,172.16.238.123,rir,0.0007439679993694881
1708352236423649805,172.16.238.123,rhr,0.0007107159999577561
1708352236495866812,172.16.238.124,rc,0.000714174999302486
1708352236570548854,172.16.238.124,rdi,0.0007383320007647853
1708352236642740727,172.16.238.124,rir,0.0007722980008111335
1708352236715728588,172.16.238.124,rhr,0.0007262760009325575
1708352237863512442,172.16.238.122,rdi,0.000727901999198366
1708352237936212856,172.16.238.122,rir,0.0007092180003382964
1708352238008803596,172.16.238.122,rhr,0.0007512010015489068
1708352238081147162,172.16.238.123,rc,0.0007283049999387003
1708352238153415617,172.16.238.123,rdi,0.0007226939997053705
1708352238226034703,172.16.238.123,rir,0.0007273239989444846
1708352238299191327,172.16.238.123,rhr,0.0007164980015659239
1708352238371547915,172.16.238.124,rc,0.0006950079987291247
1708352238446517976,172.16.238.124,rdi,0.0007069980001688236
1708352238519894461,172.16.238.124,rir,0.0007102910003595753
1708352238591744787,172.16.238.124,rhr,0.0007007349995546974
1708352239773712611,172.16.238.122,rdi,0.0007156810006563319
1708352239844274690,172.16.238.122,rir,0.0006820229991717497
1708352239917175865,172.16.238.122,rhr,0.0007802640011504991
1708352239988125291,172.16.238.123,rc,0.0007400790000247071
1708352240061391794,172.16.238.123,rdi,0.0007023260004643817
1708352240133398882,172.16.238.123,rir,0.0007492180011468008
1708352240206998552,172.16.238.123,rhr,0.0007150449982873397
1708352240280405978,172.16.238.124,rc,0.0008497509988956153
1708352240357590335,172.16.238.124,rdi,0.0007101439987309277
1708352240432582177,172.16.238.124,rir,0.0007334910005738493
1708352240507295148,172.16.238.124,rhr,0.0006637700007559033
1708352241654310526,172.16.238.122,rdi,0.0007158339994930429
1708352241727583105,172.16.238.122,rir,0.0007316589999390999
1708352241798151769,172.16.238.122,rhr,0.0007118540015653707
1708352241870750745,172.16.238.123,rc,0.0007573479997518007
1708352241945919684,172.16.238.123,rdi,0.0007075100002111867
1708352242020773118,172.16.238.123,rir,0.0007337409988394938
1708352242096613966,172.16.238.123,rhr,0.0007488990013371222
1708352242170522536,172.16.238.124,rc,0.000741281000955496
1708352242243510120,172.16.238.124,rdi,0.000753158999941661
1708352242316675428,172.16.238.124,rir,0.0007553269988420652
1708352242389623233,172.16.238.124,rhr,0.0007259119993250351
1708352243539294050,172.16.238.122,rdi,0.0007250339986057952
1708352243616826704,172.16.238.122,rir,0.0009043230002134806
1708352243692659572,172.16.238.122,rhr,0.0007181790006143274
1708352243767310014,172.16.238.123,rc,0.0007546380002168007
1708352243842890153,172.16.238.123,rdi,0.0007599969994771527
1708352243917911809,172.16.238.123,rir,0.0007156409992603585
1708352243992093937,172.16.238.123,rhr,0.0007224370001495117
1708352244067516502,172.16.238.124,rc,0.0007517369995184708
1708352244141630097,172.16.238.124,rdi,0.000722218999726465
1708352244215747658,172.16.238.124,rir,0.0007100179991539335
1708352244287665438,172.16.238.124,rhr,0.0007075819994497579
1708352245437386459,172.16.238.122,rdi,0.0007602109999425011
1708352245511446244,172.16.238.122,rir,0.0007165460010583047
