id,server,command,response_time
1708352221218910533,172.16.238.120,rc,0.0007052670007396955
1708352221292197570,172.16.238.120,rdi,0.000722314000086044
1708352221366450417,172.16.238.120,rir,0.000751805000618333
1708352221440604730,172.16.238.120,rhr,0.0007491779997508274
1708352221591571050,172.16.238.121,rdi,0.000698654999723658
1708352221666428728,172.16.238.121,rir,0.0007669899987376994
1708352221739078386,172.16.238.121,rhr,0.0007674349999433616
1708352222812487858,172.16.238.120,rc,0.0006997400014370214
1708352222885912386,172.16.238.120,rdi,0.0007385900007648161
1708352222958453962,172.16.238.120,rir,0.0007518069996876875
1708352223035764942,172.16.238.120,rhr,0.0007103859989001649
1708352223184805446,172.16.238.121,rdi,0.0006633480006712489
1708352223258398516,172.16.238.121,rir,0.0007488789997296408
1708352223334486501,172.16.238.121,rhr,0.0007839130012143869
1708352224408144219,172.16.238.120,rc,0.0007111989998520585
1708352224481597865,172.16.238.120,rdi,0.0007367360012722202
1708352224552642668,172.16.238.120,rir,0.000714649000656209
1708352224625592461,172.16.238.120,rhr,0.0007432710008288268
1708352224771467341,172.16.238.121,rdi,0.0007026029998087324
1708352224843838306,172.16.238.121,rir,0.0007417480010190047
1708352224915896399,172.16.238.121,rhr,0.0008457299991277978
1708352225989795607,172.16.238.120,rc,0.0007351549993472872
1708352226063056311,172.16.238.120,rdi,0.0007067490005283616
1708352226135662356,172.16.238.120,rir,0.0007264989999384852
1708352226207745822,172.16.238.120,rhr,0.0007303610000235494
1708352226354554873,172.16.238.121,rdi,0.0007448019987350563
1708352226429872914,172.16.238.121,rir,0.0007500799983972684
1708352226504606977,172.16.238.121,rhr,0.0006634839992329944
1708352227614432829,172.16.238.120,rc,0.0007045830006973119
1708352227686507496,172.16.238.120,rdi,0.0007626349997735815
1708352227757597291,172.16.238.120,rir,0.0006818330002715811
1708352227829094950,172.16.238.120,rhr,0.0006455959992308635
1708352227974669239,172.16.238.121,rdi,0.0006946339999558404
1708352228047118707,172.16.238.121,rir,0.0007074660006765043
1708352228119675760,172.16.238.121,rhr,0.0007352829998126253
1708352229195997727,172.16.238.120,rc,0.0007546060005552135
1708352229271371852,172.16.238.120,rdi,0.0006981089991313638
1708352229344028409,172.16.238.120,rir,0.0006807190002291463
1708352229415862286,172.16.238.120,rhr,0.0007320370004890719
1708352229557267447,172.16.238.121,rdi,0.0006866189996799221
